?,Automated,Date,Date (Days),Date (ISO Week numbers),Downtime date,Downtime Reason,Employee,Employee Qualification,grey,KPI color,Maintenance date,Production Line,Split,Split (string),Split text,Summary visible,Target met,Tech issue date,Work Conditions,# Downtime days,% Availability OEE,% Availability OOE,% challenging,% Defect density,% Downtime Rate,% First Pass Yield (FPY),% Overall Equipment Effectiveness (OEE),% Overall Operations Effectiveness (OOE),% Production Attainment,% Target,% Target (KPI),Between downtime,Between maintenance,Between tech issues,Breaks dim,Breaks time,Color hub,Color hub (copy),Cost - defect Measure,Costs,Costs (copy),Defect Density KPI string,Defect density KPI vl,Defective Units,Difference from target,Difference from target (std),Difference from target Ms,Dim FPY,Dim Run Hours,Dim Throughput / hour,Downtime Hours,Downtime hours cost,Downtime hours TOTAL costs,Downtime time,DR KPI string,DR KPI vl,Good Units dim,Hub,Hub (label),Int iso weeks,KPI Point 1,KPI Point 2,KPI Point 3,KPI Point 4,KPI Point Hub,KPI Point Hub (upper),KPI Point volume,Maintenance time,Maintenance time dim,OEE KPI string,OEE KPI vl,Other issue time,Performance,Planned - downtime time,Planned time,Planned Units,Point -0.7,Point -1,Point -1 (blank),Point 1,Produced Units,Production Attainment KPI string,Production Attainment KPI vl,Production KPI string,Production KPI vl,Production volume,Production volume dim,Profit | good units,Profit | Max theoretical,Profit | net,Profit | net %,Raw Material Shortage time,Run time ([Planned time] - [Downtime time] - [Breaks time]),Scheduled time ([Planned time] - [Breaks] ),Scheduled time ([Planned time] - [Breaks] - [Maintenance time]),Scheduled time dim,Target met (reg),Target met (reg) KPI,Tech issue time,Tech issue time dim,Theoretical run rate,Throughput / hour,Wasted hours other reason dim
?,True,3/29/2023,"March 29, 2023",2023 W13,,Maintenance,Owen Taylor,6,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,2.0%,0%,98%,71%,62%,100%,+1.0%,101.0%,,,,1,1, better than target,( better than target ),160,,, better than target,1.019801980,2,1,0,1,0.980198020,,,,0,,0, better than target,3,99,101,101,45010,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5.714285714,,0.721428571,8,8,100,Point,Point,Point,Point,101, better than target,40, better than target,1,101,101,9900,14000,,,,7,7,7,,True,True,,,,14.428571429,0
?,True,3/30/2023,"March 30, 2023",2023 W13,,Maintenance,Owen Taylor,4,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,2.0%,0%,98%,70%,61%,100%,+0.0%,100.0%,,,,1,1, better than target,( better than target ),160,,, better than target,1,2,0,0,0,0.98,,,,0,,0, better than target,3,98,100,100,45010,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5.000000000,,0.714285714,8,8,100,Point,Point,Point,Point,100, better than target,40, better than target,0,100,100,9800,14000,,,,7,7,7,,True,True,,,,14.285714286,0
?,True,3/31/2023,"March 31, 2023",2023 W13,,Material Shortage,Ivy Anderson,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,3.7%,0%,96%,75%,66%,100%,+9.0%,109.0%,,,,1,1, better than target,( better than target ),320,,, worse than target,0.669724771,4,9,0,9,0.963302752,,,,0,,0, better than target,3,105,109,109,45010,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10,,0.778571429,8,8,100,Point,Point,Point,Point,109, better than target,40, better than target,9.000000000,109,109,10500,14000,,,,7,7,7,,True,True,,,,15.571428571,0
?,True,4/1/2023,"April 1, 2023",2023 W13,,Maintenance,Max Parker,1,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,2.4%,0%,98%,59%,51%,0%,-16%,84.0%,,,,1,1, worse than target,( worse than target ),160,,, better than target,0.619047619,2,-16,0,-16,0.976190476,,,,0,,0, better than target,3,82,84,84,45010,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,,0.6,8,8,100,Point,Point,Point,Point,84, worse than critical,40, worse than target,16,84,84,8200,14000,,,,7,7,7,,False,False,,,,12,0
?,True,4/2/2023,"April 2, 2023",2023 W13,,Other,Owen Taylor,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,3.8%,0%,96%,71%,63%,100%,+4.0%,104.0%,,,,1,1, better than target,( better than target ),320,,, worse than target,0.846153846,4,4,0,4,0.961538462,,,,0,,0, better than target,3,100,104,104,45010,Point,Point,Point,Point,Point,Point,Point,0,, better than target,6.428571429,,0.742857143,8,8,100,Point,Point,Point,Point,104, better than target,40, better than target,4,104,104,10000,14000,,,,7,7,7,,True,True,,,,14.857142857,0
?,True,4/3/2023,"April 3, 2023",2023 W14,,Other,Leo Johnson,6,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,4.9%,0%,95%,56%,49%,0%,-18%,82.0%,,,,1,1, worse than target,( worse than target ),320,,, worse than target,1.878048780,4,-18,0,-18,0.951219512,,,,0,,0, better than target,3,78,82,82,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,9.285714286,,0.585714286,8,8,100,Point,Point,Point,Point,82, worse than critical,40, worse than target,18,82,82,7800,14000,,,,7,7,7,,False,False,,,,11.714285714,0
?,True,4/4/2023,"April 4, 2023",2023 W14,,Material Shortage,Finn Sullivan,3,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,4.9%,0%,95%,56%,49%,0%,-18%,82.0%,,,,1,1, worse than target,( worse than target ),320,,, worse than target,1.878048780,4,-18,0,-18,0.951219512,,,,0,,0, better than target,3,78,82,82,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,9.285714286,,0.585714286,8,8,100,Point,Point,Point,Point,82, worse than critical,40, worse than target,18,82,82,7800,14000,,,,7,7,7,,False,False,,,,11.714285714,0
?,True,4/5/2023,"April 5, 2023",2023 W14,,Material Shortage,Ava White,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,1.8%,0%,98%,79%,69%,100%,+13.0%,113.0%,,,,1,1, better than target,( better than target ),160,,, better than target,1.230088496,2,13,0,13,0.982300885,,,,0,,0, better than target,3,111,113,113,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,14.285714286,,0.807142857,8,8,100,Point,Point,Point,Point,113, better than target,40, better than target,13,113,113,11100,14000,,,,7,7,7,,True,True,,,,16.142857143,0
?,True,4/6/2023,"April 6, 2023",2023 W14,,Maintenance,Eli Brown,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,0.0%,0%,100%,71%,62%,0%,-01%,99.0%,,,,1,1, worse than target,( worse than target ),0,,, better than target,3,0,-1,0,-1,1,,,,0,,0, better than target,3,99,99,99,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5.714285714,,0.707142857,8,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,9900,14000,,,,7,7,7,,False,False,,,,14.142857143,0
?,True,4/7/2023,"April 7, 2023",2023 W14,,Material Shortage,Owen Taylor,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,0.0%,0%,100%,85%,74%,100%,+19.0%,119.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,19,0,19,1,,,,0,,0, better than target,3,119,119,119,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,20,,0.85,8,8,100,Point,Point,Point,Point,119, better than target,40, better than target,19,119,119,11900,14000,,,,7,7,7,,True,True,,,,17,0
?,True,4/8/2023,"April 8, 2023",2023 W14,,Material Shortage,Max Parker,3,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,1.2%,0%,99%,59%,51%,0%,-17%,83.0%,,,,1,1, worse than target,( worse than target ),80,,, better than target,1.795180723,1,-17,0,-17,0.987951807,,,,0,,0, better than target,3,82,83,83,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,,0.592857143,8,8,100,Point,Point,Point,Point,83, worse than critical,40, worse than target,17,83,83,8200,14000,,,,7,7,7,,False,False,,,,11.857142857,0
?,True,4/9/2023,"April 9, 2023",2023 W14,,Maintenance,Max Parker,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,3.2%,0%,97%,66%,58%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),240,,, worse than target,0.157894737,3,-5,0,-5,0.968421053,,,,0,,0, better than target,3,92,95,95,45017,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,9200,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,True,4/10/2023,"April 10, 2023",2023 W15,,Other,Ivy Anderson,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,0.0%,0%,100%,76%,67%,100%,+7.0%,107.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,7,0,7,1,,,,0,,0, better than target,3,107,107,107,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,11.428571429,,0.764285714,8,8,100,Point,Point,Point,Point,107, better than target,40, better than target,7.000000000,107,107,10700,14000,,,,7,7,7,,True,True,,,,15.285714286,0
?,True,4/11/2023,"April 11, 2023",2023 W15,,Tech Issue,Mia Smith,6,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,4.7%,0%,95%,59%,51%,0%,-14%,86.0%,,,,1,1, worse than target,( worse than target ),320,,, worse than target,1.651162791,4,-14,0,-14,0.953488372,,,,0,,0, better than target,3,82,86,86,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,6.428571429,,0.614285714,8,8,100,Point,Point,Point,Point,86, worse than critical,40, worse than target,14,86,86,8200,14000,,,,7,7,7,,False,False,,,,12.285714286,0
?,True,4/12/2023,"April 12, 2023",2023 W15,,Maintenance,Owen Taylor,9,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,2.1%,0%,98%,66%,58%,0%,-06%,94.0%,,,,1,1, worse than target,( worse than target ),160,,, better than target,0.872340426,2,-6,0,-6,0.978723404,,,,0,,0, better than target,3,92,94,94,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.671428571,8,8,100,Point,Point,Point,Point,94, worse than critical,40, worse than target,6.000000000,94,94,9200,14000,,,,7,7,7,,False,False,,,,13.428571429,0
?,True,4/13/2023,"April 13, 2023",2023 W15,4/13/2023,Tech Issue,Ivy Anderson,3,grey,color,,Line 1 (auto),Total,Total,,True,True,4/13/2023,Challenging,1,71%,63%,100%,0.0%,25%,100%,72%,63%,100%,+1.0%,101.0%,1,,1,1,1, better than target,( better than target ),0,11400,11400, better than target,3,0,1,0,1,1,5,20.2,2,3400,11400,2, worse than critical,18,101,101,101,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,7.142857143,0,1.01,6,8,100,Point,Point,Point,Point,101, better than target,40, better than target,1,101,101,10100,14000,-1300,-9%,0,5,7,7,,True,True,2,2,,20.2,2
?,True,4/14/2023,"April 14, 2023",2023 W15,,Tech Issue,Finn Sullivan,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,2.2%,0%,98%,63%,55%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),160,,, better than target,0.777777778,2,-10,0,-10,0.977777778,,,,0,,0, better than target,3,88,90,90,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,2.142857143,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8800,14000,,,,7,7,7,,False,False,,,,12.857142857,0
?,True,4/15/2023,"April 15, 2023",2023 W15,,Maintenance,Luna Garcia,8,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,1.0%,0%,99%,74%,65%,100%,+5.0%,105.0%,,,,1,1, better than target,( better than target ),80,,, better than target,2.047619048,1,5,0,5,0.990476190,,,,0,,0, better than target,3,104,105,105,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,9.285714286,,0.75,8,8,100,Point,Point,Point,Point,105, better than target,40, better than target,5,105,105,10400,14000,,,,7,7,7,,True,True,,,,15,0
?,True,4/16/2023,"April 16, 2023",2023 W15,4/16/2023,Material Shortage,Finn Sullivan,2,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,1,86%,75%,100%,0.9%,13%,99%,81%,71%,100%,+15.0%,115.0%,1,,,1,1, better than target,( better than target ),80,2480,2480, better than target,2.130434783,1,15,0,15,0.991304348,6,19.166666667,1,2200,2400,1, worse than critical,5.5,114,115,115,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,16.428571429,0,0.958333333,7,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,11400,14000,8920,64%,1,6,7,7,,True,True,0,,,19.166666667,1
?,True,4/17/2023,"April 17, 2023",2023 W16,,Other,Eli Brown,3,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,3.6%,0%,96%,76%,66%,100%,+10.0%,110.0%,,,,1,1, better than target,( better than target ),320,,, worse than target,0.636363636,4,10,0,10,0.963636364,,,,0,,0, better than target,3,106,110,110,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10.714285714,,0.785714286,8,8,100,Point,Point,Point,Point,110, better than target,40, better than target,10,110,110,10600,14000,,,,7,7,7,,True,True,,,,15.714285714,0
?,True,4/18/2023,"April 18, 2023",2023 W16,,Other,Eli Brown,9,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,2.8%,0%,97%,74%,65%,100%,+7.0%,107.0%,,,,1,1, better than target,( better than target ),240,,, better than target,0.196261682,3,7,0,7,0.971962617,,,,0,,0, better than target,3,104,107,107,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,9.285714286,,0.764285714,8,8,100,Point,Point,Point,Point,107, better than target,40, better than target,7.000000000,107,107,10400,14000,,,,7,7,7,,True,True,,,,15.285714286,0
?,True,4/19/2023,"April 19, 2023",2023 W16,,Material Shortage,Mia Smith,7,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,1.0%,0%,99%,69%,60%,0%,-03%,97.0%,,,,1,1, worse than target,( worse than target ),80,,, better than target,1.969072165,1,-3,0,-3,0.989690722,,,,0,,0, better than target,3,96,97,97,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,3.571428571,,0.692857143,8,8,100,Point,Point,Point,Point,97, worse than critical,40, worse than target,3,97,97,9600,14000,,,,7,7,7,,False,False,,,,13.857142857,0
?,True,4/20/2023,"April 20, 2023",2023 W16,,Material Shortage,Eli Brown,5,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,0.0%,0%,100%,76%,66%,100%,+6.0%,106.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,6,0,6,1,,,,0,,0, better than target,3,106,106,106,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10.714285714,,0.757142857,8,8,100,Point,Point,Point,Point,106, better than target,40, better than target,6.000000000,106,106,10600,14000,,,,7,7,7,,True,True,,,,15.142857143,0
?,True,4/21/2023,"April 21, 2023",2023 W16,,Maintenance,Zoe Martinez,6,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,0,100%,88%,100%,1.1%,0%,99%,61%,54%,0%,-13%,87.0%,,,,1,1, worse than target,( worse than target ),80,,, better than target,1.850574713,1,-13,0,-13,0.988505747,,,,0,,0, better than target,3,86,87,87,45031,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,3.571428571,,0.621428571,8,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,8600,14000,,,,7,7,7,,False,False,,,,12.428571429,0
?,True,4/22/2023,"April 22, 2023",2023 W16,4/22/2023,Tech Issue,Luna Garcia,3,grey,color,,Line 1 (auto),Total,Total,,True,False,4/22/2023,Normal,1,86%,75%,0%,0.0%,13%,100%,60%,53%,0%,-16%,84.0%,1,,1,1,1, worse than target,( worse than target ),0,6200,6200, better than target,3,0,-16,0,-16,1,6,14,1,2200,6200,1, worse than critical,5.5,84,84,84,45031,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,0,0.7,7,8,100,Point,Point,Point,Point,84, worse than critical,40, worse than target,16,84,84,8400,14000,2200,16%,0,6,7,7,,False,False,1,1,,14,1
?,True,4/23/2023,"April 23, 2023",2023 W16,,Tech Issue,Zoe Martinez,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,2.1%,0%,98%,66%,58%,0%,-06%,94.0%,,,,1,1, worse than target,( worse than target ),160,,, better than target,0.872340426,2,-6,0,-6,0.978723404,,,,0,,0, better than target,3,92,94,94,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.671428571,8,8,100,Point,Point,Point,Point,94, worse than critical,40, worse than target,6.000000000,94,94,9200,14000,,,,7,7,7,,False,False,,,,13.428571429,0
?,True,4/24/2023,"April 24, 2023",2023 W17,,Material Shortage,Max Parker,8,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,0.0%,0%,100%,79%,69%,100%,+11.0%,111.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,11,0,11,1,,,,0,,0, better than target,3,111,111,111,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,14.285714286,,0.792857143,8,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,11100,14000,,,,7,7,7,,True,True,,,,15.857142857,0
?,True,4/25/2023,"April 25, 2023",2023 W17,,Maintenance,Max Parker,3,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,0,100%,88%,0%,0.0%,0%,100%,85%,74%,100%,+19.0%,119.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,19,0,19,1,,,,0,,0, better than target,3,119,119,119,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,20,,0.85,8,8,100,Point,Point,Point,Point,119, better than target,40, better than target,19,119,119,11900,14000,,,,7,7,7,,True,True,,,,17,0
?,True,4/26/2023,"April 26, 2023",2023 W17,,Other,Zoe Martinez,1,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,0.0%,0%,100%,77%,68%,100%,+8.0%,108.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,8,0,8,1,,,,0,,0, better than target,3,108,108,108,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,12.142857143,,0.771428571,8,8,100,Point,Point,Point,Point,108, better than target,40, better than target,8.000000000,108,108,10800,14000,,,,7,7,7,,True,True,,,,15.428571429,0
?,True,4/27/2023,"April 27, 2023",2023 W17,4/27/2023,Material Shortage,Ava White,8,grey,color,,Line 1 (auto),Total,Total,,True,True,,Normal,1,86%,75%,0%,1.8%,13%,98%,78%,68%,100%,+11.0%,111.0%,1,,,1,1, better than target,( better than target ),160,2560,2560, better than target,1.198198198,2,11,0,11,0.981981982,6,18.5,1,2200,2400,1, worse than critical,5.5,109,111,111,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,12.857142857,0,0.925,7,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,10900,14000,8340,60%,1,6,7,7,,True,True,0,,,18.5,1
?,True,4/28/2023,"April 28, 2023",2023 W17,,Maintenance,Leo Johnson,7,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,1.7%,0%,98%,81%,71%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),160,,, better than target,1.260869565,2,15,0,15,0.982608696,,,,0,,0, better than target,3,113,115,115,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,15.714285714,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,11300,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,True,4/29/2023,"April 29, 2023",2023 W17,4/29/2023,Tech Issue,Finn Sullivan,3,grey,color,,Line 1 (auto),Total,Total,,True,False,4/29/2023,Normal,1,57%,50%,0%,3.0%,38%,97%,69%,60%,0%,-01%,99.0%,1,,1,1,1, worse than target,( worse than target ),240,16840,16840, worse than target,0.030303030,3,-1,0,-1,0.969696970,4,24.75,3,4600,16600,3, worse than critical,30.5,96,99,99,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,3.571428571,0,1.2375,5,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,9600,14000,-7240,-52%,0,4,7,7,,False,False,3,3,,24.75,3
?,True,4/30/2023,"April 30, 2023",2023 W17,,Other,Ivy Anderson,4,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,2.6%,0%,97%,80%,70%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),240,,, better than target,0.391304348,3,15,0,15,0.973913043,,,,0,,0, better than target,3,112,115,115,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,15,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,11200,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,True,5/1/2023,"May 1, 2023",2023 W18,5/1/2023,Tech Issue,Luna Garcia,7,grey,color,,Line 1 (auto),Total,Total,,True,False,5/1/2023,Normal,1,57%,50%,0%,4.9%,38%,95%,56%,49%,0%,-18%,82.0%,1,,1,1,1, worse than target,( worse than target ),320,16920,16920, worse than target,1.878048780,4,-18,0,-18,0.951219512,4,20.5,3,4600,16600,3, worse than critical,30.5,78,82,82,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,9.285714286,0,1.025,5,8,100,Point,Point,Point,Point,82, worse than critical,40, worse than target,18,82,82,7800,14000,-9120,-65%,0,4,7,7,,False,False,3,3,,20.5,3
?,True,5/2/2023,"May 2, 2023",2023 W18,,Other,Leo Johnson,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,0.0%,0%,100%,60%,53%,0%,-16%,84.0%,,,,1,1, worse than target,( worse than target ),0,,, better than target,3,0,-16,0,-16,1,,,,0,,0, better than target,3,84,84,84,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,,0.6,8,8,100,Point,Point,Point,Point,84, worse than critical,40, worse than target,16,84,84,8400,14000,,,,7,7,7,,False,False,,,,12,0
?,True,5/3/2023,"May 3, 2023",2023 W18,,Tech Issue,Max Parker,2,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,4.2%,0%,96%,65%,57%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),320,,, worse than target,1.210526316,4,-5,0,-5,0.957894737,,,,0,,0, better than target,3,91,95,95,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,9100,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,True,5/4/2023,"May 4, 2023",2023 W18,,Tech Issue,Ava White,9,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,2.8%,0%,97%,74%,64%,100%,+6.0%,106.0%,,,,1,1, better than target,( better than target ),240,,, better than target,0.169811321,3,6,0,6,0.971698113,,,,0,,0, better than target,3,103,106,106,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,,0.757142857,8,8,100,Point,Point,Point,Point,106, better than target,40, better than target,6.000000000,106,106,10300,14000,,,,7,7,7,,True,True,,,,15.142857143,0
?,True,5/5/2023,"May 5, 2023",2023 W18,5/5/2023,Material Shortage,Ava White,6,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,1,71%,63%,100%,1.2%,25%,99%,60%,53%,0%,-15%,85.0%,1,,,1,1, worse than target,( worse than target ),80,3880,3880, better than target,1.823529412,1,-15,0,-15,0.988235294,5,17,2,3400,3800,2, worse than critical,18,84,85,85,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,0,0.85,6,8,100,Point,Point,Point,Point,85, worse than critical,40, worse than target,15,85,85,8400,14000,4520,32%,2,5,7,7,,False,False,0,,,17,2
?,True,5/6/2023,"May 6, 2023",2023 W18,,Maintenance,Ava White,5,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,1.1%,0%,99%,67%,59%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),80,,, better than target,1.947368421,1,-5,0,-5,0.989473684,,,,0,,0, better than target,3,94,95,95,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.142857143,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,9400,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,True,5/7/2023,"May 7, 2023",2023 W18,,Maintenance,Max Parker,9,grey,color,,Line 1 (auto),Total,Total,,True,True,,Challenging,0,100%,88%,100%,0.0%,0%,100%,74%,64%,100%,+3.0%,103.0%,,,,1,1, better than target,( better than target ),0,,, better than target,3,0,3,0,3,1,,,,0,,0, better than target,3,103,103,103,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,,0.735714286,8,8,100,Point,Point,Point,Point,103, better than target,40, better than target,3,103,103,10300,14000,,,,7,7,7,,True,True,,,,14.714285714,0
?,True,5/8/2023,"May 8, 2023",2023 W19,5/8/2023,Material Shortage,Zoe Martinez,9,grey,color,,Line 1 (auto),Total,Total,,True,False,,Challenging,1,71%,63%,100%,4.2%,25%,96%,66%,58%,0%,-04%,96.0%,1,,,1,1, worse than target,( worse than target ),320,4120,4120, worse than target,1.166666667,4,-4,0,-4,0.958333333,5,19.2,2,3400,3800,2, worse than critical,18,92,96,96,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,0,0.96,6,8,100,Point,Point,Point,Point,96, worse than critical,40, worse than target,4,96,96,9200,14000,5080,36%,2,5,7,7,,False,False,0,,,19.2,2
?,True,5/9/2023,"May 9, 2023",2023 W19,5/9/2023,Other,Max Parker,8,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,1,71%,63%,0%,2.3%,25%,98%,61%,53%,0%,-13%,87.0%,1,,,1,1, worse than target,( worse than target ),160,3960,3960, better than target,0.701149425,2,-13,0,-13,0.977011494,5,17.4,2,3400,3800,2, worse than critical,18,85,87,87,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,4.285714286,2,0.87,6,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,8500,14000,4540,32%,0,5,7,7,,False,False,0,,,17.4,2
?,True,5/10/2023,"May 10, 2023",2023 W19,5/10/2023,Other,Finn Sullivan,4,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,1,71%,63%,0%,0.0%,25%,100%,58%,51%,0%,-19%,81.0%,1,,,1,1, worse than target,( worse than target ),0,3800,3800, better than target,3,0,-19,0,-19,1,5,16.2,2,3400,3800,2, worse than critical,18,81,81,81,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,7.142857143,2,0.81,6,8,100,Point,Point,Point,Point,81, worse than critical,40, worse than target,19,81,81,8100,14000,4300,31%,0,5,7,7,,False,False,0,,,16.2,2
?,True,5/11/2023,"May 11, 2023",2023 W19,,Tech Issue,Owen Taylor,7,grey,color,,Line 1 (auto),Total,Total,,True,False,,Normal,0,100%,88%,0%,1.1%,0%,99%,61%,54%,0%,-13%,87.0%,,,,1,1, worse than target,( worse than target ),80,,, better than target,1.850574713,1,-13,0,-13,0.988505747,,,,0,,0, better than target,3,86,87,87,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,3.571428571,,0.621428571,8,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,8600,14000,,,,7,7,7,,False,False,,,,12.428571429,0
